geneEnsembl	Toulouse	Gene_name
ENSG00000165475	CRYL1	CRYL1
ENSG00000165526	RPUSD4	RPUSD4
ENSG00000165591	FAAH2	FAAH2
ENSG00000165609	NUDT5	NUDT5
ENSG00000165629	ATP5F1C	ATP5F1C
ENSG00000165646	SLC18A2	SLC18A2
ENSG00000165671	NSD1	NSD1
ENSG00000165672	PRDX3	PRDX3
ENSG00000165688	PMPCA	PMPCA
ENSG00000165695	AK8	AK8
ENSG00000165704	HPRT1	HPRT1
ENSG00000165782	PIP4P1	PIP4P1
ENSG00000165794	SLC39A2	SLC39A2
ENSG00000165819	METTL3	METTL3
ENSG00000165841	CYP2C19	CYP2C19
ENSG00000165970	SLC6A5	SLC6A5
ENSG00000165996	HACD1	HACD1
ENSG00000166016	ABTB2	ABTB2
ENSG00000166035	LIPC	LIPC
ENSG00000166123	GPT2	GPT2
ENSG00000166126	AMN	AMN
ENSG00000166135	HIF1AN	HIF1AN
ENSG00000166136	NDUFB8	NDUFB8
ENSG00000166165	CKB	CKB
ENSG00000166169	POLL	POLL
ENSG00000166183	ASPG	ASPG
ENSG00000166224	SGPL1	SGPL1
ENSG00000166228	PCBD1	PCBD1
ENSG00000166262	FAM227B	FAM227B
ENSG00000166311	SMPD1	SMPD1
ENSG00000166340	TPP1	TPP1
ENSG00000166349	RAG1	RAG1
ENSG00000166391	MOGAT2	MOGAT2
ENSG00000166394	CYB5R2	CYB5R2
ENSG00000166411	IDH3A	IDH3A
ENSG00000166479	TMX3	TMX3
ENSG00000166507	NDST2	NDST2
ENSG00000166548	TK2	TK2
ENSG00000166562	SEC11C	SEC11C
ENSG00000166741	NNMT	NNMT
ENSG00000166743	ACSM1	ACSM1
ENSG00000166747	AP1G1	AP1G1
ENSG00000166794	PPIB	PPIB
ENSG00000166796	LDHC	LDHC
ENSG00000166800	LDHAL6A	LDHAL6A
ENSG00000166816	LDHD	LDHD
ENSG00000166819	PLIN1	PLIN1
ENSG00000166821	PEX11A	PEX11A
ENSG00000166825	ANPEP	ANPEP
ENSG00000166840	GLYATL1	GLYATL1
ENSG00000166908	PIP4K2C	PIP4K2C
ENSG00000166948	TGM6	TGM6
ENSG00000166986	mars-01	MARS1
ENSG00000167004	PDIA3	PDIA3
ENSG00000167011	NAT16	NAT16
ENSG00000167080	B4GALNT2	B4GALNT2
ENSG00000167103	PIP5KL1	PIP5KL1
ENSG00000167107	ACSF2	ACSF2
ENSG00000167114	SLC27A4	SLC27A4
ENSG00000167130	DOLPP1	DOLPP1
ENSG00000167165	UGT1A6	UGT1A6
ENSG00000167186	COQ7	COQ7
ENSG00000167261	DPEP2	DPEP2
ENSG00000167280	ENGASE	ENGASE
ENSG00000167283	ATP5MG	ATP5MG
ENSG00000167306	MYO5B	MYO5B
ENSG00000167311	ART5	ART5
ENSG00000167315	ACAA2	ACAA2
ENSG00000167325	RRM1	RRM1
ENSG00000167363	FN3K	FN3K
ENSG00000167397	VKORC1	VKORC1
ENSG00000167419	LPO	LPO
ENSG00000167434	CA4	CA4
ENSG00000167468	GPX4	GPX4
ENSG00000167508	MVD	MVD
ENSG00000167531	LALBA	LALBA
ENSG00000167548	KMT2D	KMT2D
ENSG00000167580	AQP2	AQP2
ENSG00000167588	GPD1	GPD1
ENSG00000167600	CYP2S1	CYP2S1
ENSG00000167658	EEF2	EEF2
ENSG00000167676	PLIN4	PLIN4
ENSG00000167699	GLOD4	GLOD4
ENSG00000167701	GPT	GPT
ENSG00000167703	SLC43A2	SLC43A2
ENSG00000167720	SRR	SRR
ENSG00000167733	HSD11B1L	HSD11B1L
ENSG00000167741	GGT6	GGT6
ENSG00000167748	KLK1	KLK1
ENSG00000167751	KLK2	KLK2
ENSG00000167769	ACER1	ACER1
ENSG00000167772	ANGPTL4	ANGPTL4
ENSG00000167780	SOAT2	SOAT2
ENSG00000167792	NDUFV1	NDUFV1
ENSG00000167815	PRDX2	PRDX2
ENSG00000167862	MRPL58	MRPL58
ENSG00000167863	ATP5PD	ATP5PD
ENSG00000167889	MGAT5B	MGAT5B
ENSG00000167900	TK1	TK1
ENSG00000167910	CYP7A1	CYP7A1
ENSG00000167969	ECI1	ECI1
ENSG00000167972	ABCA3	ABCA3
ENSG00000167996	FTH1	FTH1
ENSG00000168000	BSCL2	BSCL2
ENSG00000168002	POLR2G	POLR2G
ENSG00000168003	SLC3A2	SLC3A2
ENSG00000168032	ENTPD3	ENTPD3
ENSG00000168065	SLC22A11	SLC22A11
ENSG00000168092	PAFAH1B2	PAFAH1B2
ENSG00000168137	SETD5	SETD5
ENSG00000168159	RNF187	RNF187
ENSG00000168237	GLYCTK	GLYCTK
ENSG00000168282	MGAT2	MGAT2
ENSG00000168291	PDHB	PDHB
ENSG00000168306	ACOX2	ACOX2
ENSG00000168350	DEGS2	DEGS2
ENSG00000168393	DTYMK	DTYMK
ENSG00000168411	RFWD3	RFWD3
ENSG00000168487	BMP1	BMP1
ENSG00000168495	POLR3D	POLR3D
ENSG00000168522	FNTA	FNTA
ENSG00000168575	SLC20A2	SLC20A2
ENSG00000168653	NDUFS5	NDUFS5
ENSG00000168671	UGT3A2	UGT3A2
ENSG00000168679	SLC16A4	SLC16A4
ENSG00000168710	AHCYL1	AHCYL1
ENSG00000168748	CA7	CA7
ENSG00000168765	GSTM4	GSTM4
ENSG00000168781	PPIP5K1	PPIP5K1
ENSG00000168827	GFM1	GFM1
ENSG00000168906	MAT2A	MAT2A
ENSG00000168907	PLA2G4F	PLA2G4F
ENSG00000168918	INPP5D	INPP5D
ENSG00000168938	PPIC	PPIC
ENSG00000168970	JMJD7-PLA2G4B	JMJD7-PLA2G4B
ENSG00000169020	ATP5ME	ATP5ME
ENSG00000169021	UQCRFS1	UQCRFS1
ENSG00000169100	SLC25A6	SLC25A6
ENSG00000169105	CHST14	CHST14
ENSG00000169154	GOT1L1	GOT1L1
ENSG00000169169	CPT1C	CPT1C
ENSG00000169180	XPO6	XPO6
ENSG00000169239	CA5B	CA5B
ENSG00000169255	B3GALNT1	B3GALNT1
ENSG00000169299	PGM2	PGM2
ENSG00000169359	SLC33A1	SLC33A1
ENSG00000169375	SIN3A	SIN3A
ENSG00000169418	NPR1	NPR1
ENSG00000169660	HEXD	HEXD
ENSG00000169692	AGPAT2	AGPAT2
ENSG00000169710	FASN	FASN
ENSG00000169738	DCXR	DCXR
ENSG00000169764	UGP2	UGP2
ENSG00000169814	BTD	BTD
ENSG00000169826	CSGALNACT2	CSGALNACT2
ENSG00000169902	TPST1	TPST1
ENSG00000169919	GUSB	GUSB
ENSG00000170035	UBE2E3	UBE2E3
ENSG00000170142	UBE2E1	UBE2E1
ENSG00000170185	USP38	USP38
ENSG00000170190	SLC16A5	SLC16A5
ENSG00000170191	NANP	NANP
ENSG00000170222	ADPRM	ADPRM
ENSG00000170231	FABP6	FABP6
ENSG00000170242	USP47	USP47
ENSG00000170266	GLB1	GLB1
ENSG00000170271	FAXDC2	FAXDC2
ENSG00000170323	FABP4	FABP4
ENSG00000170340	B3GNT2	B3GNT2
ENSG00000170364	SETMAR	SETMAR
ENSG00000170385	SLC30A1	SLC30A1
ENSG00000170426	SDR9C7	SDR9C7
ENSG00000170430	MGMT	MGMT
ENSG00000170445	HARS1	HARS1
ENSG00000170482	SLC23A1	SLC23A1
ENSG00000170485	NPAS2	NPAS2
ENSG00000170502	NUDT9	NUDT9
ENSG00000170516	COX7B2	COX7B2
ENSG00000170522	ELOVL6	ELOVL6
ENSG00000170525	PFKFB3	PFKFB3
ENSG00000170634	ACYP2	ACYP2
ENSG00000170734	POLH	POLH
ENSG00000170786	SDR16C5	SDR16C5
ENSG00000170832	USP32	USP32
ENSG00000170835	CEL	CEL
ENSG00000170881	RNF139	RNF139
ENSG00000170890	PLA2G1B	PLA2G1B
ENSG00000170899	GSTA4	GSTA4
ENSG00000170906	NDUFA3	NDUFA3
ENSG00000170950	PGK2	PGK2
ENSG00000170961	HAS2	HAS2
ENSG00000171004	HS6ST2	HS6ST2
ENSG00000171097	KYAT1	KYAT1
ENSG00000171100	MTM1	MTM1
ENSG00000171124	FUT3	FUT3
ENSG00000171155	C1GALT1C1	C1GALT1C1
ENSG00000171174	RBKS	RBKS
ENSG00000171234	UGT2B7	UGT2B7
ENSG00000171298	GAA	GAA
ENSG00000171302	CANT1	CANT1
ENSG00000171307	ZDHHC16	ZDHHC16
ENSG00000171310	CHST11	CHST11
ENSG00000171314	PGAM1	PGAM1
ENSG00000171320	ESCO2	ESCO2
ENSG00000171408	PDE7B	PDE7B
ENSG00000171428	NAT1	NAT1
ENSG00000171453	POLR1C	POLR1C
ENSG00000171497	PPID	PPID
ENSG00000171503	ETFDH	ETFDH
ENSG00000171560	FGA	FGA
ENSG00000171608	PIK3CD	PIK3CD
ENSG00000171720	HDAC3	HDAC3
ENSG00000171723	GPHN	GPHN
ENSG00000171759	PAH	PAH
ENSG00000171766	GATM	GATM
ENSG00000171793	CTPS1	CTPS1
ENSG00000171848	RRM2	RRM2
ENSG00000171862	PTEN	PTEN
ENSG00000171885	AQP4	AQP4
ENSG00000171903	CYP4F11	CYP4F11
ENSG00000171954	CYP4F22	CYP4F22
ENSG00000171960	PPIH	PPIH
ENSG00000171989	LDHAL6B	LDHAL6B
ENSG00000172009	THOP1	THOP1
ENSG00000172046	USP19	USP19
ENSG00000172053	QARS1	QARS1
ENSG00000172113	NME6	NME6
ENSG00000172197	MBOAT1	MBOAT1
ENSG00000172236	TPSAB1	TPSAB1
ENSG00000172264	MACROD2	MACROD2
ENSG00000172269	DPAGT1	DPAGT1
ENSG00000172288	CDY1	CDY1
ENSG00000172292	CERS6	CERS6
ENSG00000172296	SPTLC3	SPTLC3
ENSG00000172318	B3GALT1	B3GALT1
ENSG00000172331	BPGM	BPGM
ENSG00000172339	ALG14	ALG14
ENSG00000172340	SUCLG2	SUCLG2
ENSG00000172345	STARD5	STARD5
ENSG00000172352	CDY1B	CDY1B
ENSG00000172456	FGGY	FGGY
ENSG00000172461	FUT9	FUT9
ENSG00000172482	AGXT	AGXT
ENSG00000172497	ACOT12	ACOT12
ENSG00000172508	CARNS1	CARNS1
ENSG00000172531	PPP1CA	PPP1CA
ENSG00000172543	CTSW	CTSW
ENSG00000172572	PDE3A	PDE3A
ENSG00000172613	RAD9A	RAD9A
ENSG00000172728	FUT10	FUT10
ENSG00000172782	FADS6	FADS6
ENSG00000172817	CYP7B1	CYP7B1
ENSG00000172828	CES3	CES3
ENSG00000172831	CES2	CES2
ENSG00000172840	PDP2	PDP2
ENSG00000172890	NADSYN1	NADSYN1
ENSG00000172893	DHCR7	DHCR7
ENSG00000172940	SLC22A13	SLC22A13
ENSG00000172954	LCLAT1	LCLAT1
ENSG00000172955	ADH6	ADH6
ENSG00000172977	KAT5	KAT5
ENSG00000172985	SH3RF3	SH3RF3
ENSG00000172987	HPSE2	HPSE2
ENSG00000173020	GRK2	GRK2
ENSG00000173083	HPSE	HPSE
ENSG00000173085	COQ2	COQ2
ENSG00000173175	ADCY5	ADCY5
ENSG00000173193	PARP14	PARP14
ENSG00000173200	PARP15	PARP15
ENSG00000173208	ABCD2	ABCD2
ENSG00000173221	GLRX	GLRX
ENSG00000173262	SLC2A14	SLC2A14
ENSG00000173273	TNKS	TNKS
ENSG00000173281	PPP1R3B	PPP1R3B
ENSG00000173418	NAA20	NAA20
ENSG00000173486	FKBP2	FKBP2
ENSG00000173540	GMPPB	GMPPB
ENSG00000173597	SULT1B1	SULT1B1
ENSG00000173598	NUDT4	NUDT4
ENSG00000173599	PC	PC
ENSG00000173610	UGT2A1	UGT2A1
ENSG00000173614	NMNAT1	NMNAT1
ENSG00000173627	APOBEC4	APOBEC4
ENSG00000173638	SLC19A1	SLC19A1
ENSG00000173660	UQCRH	UQCRH
ENSG00000173786	CNP	CNP
ENSG00000173838	MARCHF10	MARCHF10
ENSG00000173868	PHOSPHO1	PHOSPHO1
ENSG00000173915	ATP5MK	ATP5MK
ENSG00000173926	MARCHF3	MARCHF3
ENSG00000174080	CTSF	CTSF
ENSG00000174156	GSTA3	GSTA3
ENSG00000174165	ZDHHC24	ZDHHC24
ENSG00000174227	PIGG	PIGG
ENSG00000174233	ADCY6	ADCY6
ENSG00000174327	SLC16A13	SLC16A13
ENSG00000174358	SLC6A19	SLC6A19
ENSG00000174437	ATP2A2	ATP2A2
ENSG00000174448	STARD6	STARD6
ENSG00000174473	GALNTL6	GALNTL6
ENSG00000174502	SLC26A9	SLC26A9
ENSG00000174607	UGT8	UGT8
ENSG00000174640	SLCO2A1	SLCO2A1
ENSG00000174669	SLC29A2	SLC29A2
ENSG00000174684	B4GAT1	B4GAT1
ENSG00000174876	AMY1B	AMY1B
ENSG00000174886	NDUFA11	NDUFA11
ENSG00000174915	PTDSS2	PTDSS2
ENSG00000174951	FUT1	FUT1
ENSG00000174990	CA5A	CA5A
ENSG00000175003	SLC22A1	SLC22A1
ENSG00000175040	CHST2	CHST2
ENSG00000175048	ZDHHC14	ZDHHC14
ENSG00000175063	UBE2C	UBE2C
ENSG00000175066	GK5	GK5
ENSG00000175164	ABO	ABO
ENSG00000175198	PCCA	PCCA
ENSG00000175229	GAL3ST3	GAL3ST3
ENSG00000175264	CHST1	CHST1
ENSG00000175283	DOLK	DOLK
ENSG00000175309	PHYKPL	PHYKPL
ENSG00000175445	LPL	LPL
ENSG00000175482	POLD4	POLD4
ENSG00000175505	CLCF1	CLCF1
ENSG00000175535	PNLIP	PNLIP
ENSG00000175536	LIPT2	LIPT2
ENSG00000175548	ALG10B	ALG10B
ENSG00000175564	UCP3	UCP3
ENSG00000175567	UCP2	UCP2
ENSG00000175592	FOSL1	FOSL1
ENSG00000175711	B3GNTL1	B3GNTL1
ENSG00000175806	MSRA	MSRA
ENSG00000175809	CBLL2	CBLL2
ENSG00000175893	ZDHHC21	ZDHHC21
ENSG00000175931	UBE2O	UBE2O
ENSG00000176022	B3GALT6	B3GALT6
ENSG00000176095	IP6K1	IP6K1
ENSG00000176153	GPX2	GPX2
ENSG00000176170	SPHK1	SPHK1
ENSG00000176340	COX8A	COX8A
ENSG00000176383	B3GNT4	B3GNT4
ENSG00000176387	HSD11B2	HSD11B2
ENSG00000176393	RNPEP	RNPEP
ENSG00000176454	LPCAT4	LPCAT4
ENSG00000176463	SLCO3A1	SLCO3A1
ENSG00000176485	PLAAT3	PLAAT3
ENSG00000176597	B3GNT5	B3GNT5
ENSG00000176641	RNF152	RNF152
ENSG00000176715	ACSF3	ACSF3
ENSG00000176890	TYMS	TYMS
ENSG00000176920	FUT2	FUT2
ENSG00000176928	GCNT4	GCNT4
ENSG00000176974	SHMT1	SHMT1
ENSG00000177000	MTHFR	MTHFR
ENSG00000177054	ZDHHC13	ZDHHC13
ENSG00000177076	ACER2	ACER2
ENSG00000177084	POLE	POLE
ENSG00000177108	ZDHHC22	ZDHHC22
ENSG00000177156	TALDO1	TALDO1
ENSG00000177191	B3GNT8	B3GNT8
ENSG00000177192	PUS1	PUS1
ENSG00000177239	MAN1B1	MAN1B1
ENSG00000177414	UBE2U	UBE2U
ENSG00000177465	ACOT4	ACOT4
ENSG00000177542	SLC25A22	SLC25A22
ENSG00000177565	TBL1XR1	TBL1XR1
ENSG00000177628	GBA	GBA1
ENSG00000177646	ACAD9	ACAD9
ENSG00000177666	PNPLA2	PNPLA2
ENSG00000177669	MBOAT4	MBOAT4
ENSG00000177700	POLR2L	POLR2L
ENSG00000177889	UBE2N	UBE2N
ENSG00000178035	IMPDH2	IMPDH2
ENSG00000178127	NDUFV2	NDUFV2
ENSG00000178234	GALNT11	GALNT11
ENSG00000178445	GLDC	GLDC
ENSG00000178537	SLC25A20	SLC25A20
ENSG00000178685	PARP10	PARP10
ENSG00000178700	DHFR2	DHFR2
ENSG00000178741	COX5A	COX5A
ENSG00000178773	CPNE7	CPNE7
ENSG00000178802	MPI	MPI
ENSG00000178814	OPLAH	OPLAH
ENSG00000178921	PFAS	PFAS
ENSG00000178922	HYI	HYI
ENSG00000178952	TUFM	TUFM
ENSG00000179085	DPM3	DPM3
ENSG00000179091	CYC1	CYC1
ENSG00000179115	FARSA	FARSA
ENSG00000179142	CYP11B2	CYP11B2
ENSG00000179148	ALOXE3	ALOXE3
ENSG00000179163	FUCA1	FUCA1
ENSG00000179455	MKRN3	MKRN3
ENSG00000179477	ALOX12B	ALOX12B
ENSG00000179520	SLC17A8	SLC17A8
ENSG00000179593	ALOX15B	ALOX15B
ENSG00000179598	PLD6	PLD6
ENSG00000179761	PIPOX	PIPOX
ENSG00000179913	B3GNT3	B3GNT3
ENSG00000179918	SEPHS2	SEPHS2
ENSG00000179958	DCTPP1	DCTPP1
ENSG00000180011	ZADH2	PTGR3
ENSG00000180176	TH	TH
ENSG00000180210	F2	F2
ENSG00000180233	ZNRF2	ZNRF2
ENSG00000180251	SLC9A4	SLC9A4
ENSG00000180432	CYP8B1	CYP8B1
ENSG00000180537	RNF182	RNF182
ENSG00000180549	FUT7	FUT7
ENSG00000180638	SLC47A2	SLC47A2
ENSG00000180767	CHST13	CHST13
ENSG00000180773	SLC36A4	SLC36A4
ENSG00000180776	ZDHHC20	ZDHHC20
ENSG00000180817	PPA1	PPA1
ENSG00000181019	NQO1	NQO1
ENSG00000181035	SLC25A42	SLC25A42
ENSG00000181045	SLC26A11	SLC26A11
ENSG00000181090	EHMT1	EHMT1
ENSG00000181191	PJA1	PJA1
ENSG00000181192	DHTKD1	DHTKD1
ENSG00000181222	POLR2A	POLR2A
ENSG00000181523	SGSH	SGSH
ENSG00000181555	SETD2	SETD2
ENSG00000181652	ATG9B	ATG9B
ENSG00000181788	SIAH2	SIAH2
ENSG00000181789	COPG1	COPG1
ENSG00000181804	SLC9A9	SLC9A9
ENSG00000181830	SLC35C1	SLC35C1
ENSG00000181852	RNF41	RNF41
ENSG00000181856	SLC2A4	SLC2A4
ENSG00000181867	FTMT	FTMT
ENSG00000181915	ADO	ADO
ENSG00000182022	CHST15	CHST15
ENSG00000182050	MGAT4C	MGAT4C
ENSG00000182054	IDH2	IDH2
ENSG00000182156	ENPP7	ENPP7
ENSG00000182179	UBA7	UBA7
ENSG00000182197	EXT1	EXT1
ENSG00000182199	SHMT2	SHMT2
ENSG00000182224	CYB5D1	CYB5D1
ENSG00000182247	UBE2E2	UBE2E2
ENSG00000182272	B4GALNT4	B4GALNT4
ENSG00000182333	LIPF	LIPF
ENSG00000182415	CDY2A	CDY2A
ENSG00000182551	ADI1	ADI1
ENSG00000182591	KRTAP11-1	KRTAP11-1
ENSG00000182601	HS3ST4	HS3ST4
ENSG00000182621	PLCB1	PLCB1
ENSG00000182670	TTC3	TTC3
ENSG00000182793	GSTA5	GSTA5
ENSG00000182858	ALG12	ALG12
ENSG00000182870	GALNT9	GALNT9
ENSG00000182890	GLUD2	GLUD2
ENSG00000182902	SLC25A18	SLC25A18
ENSG00000183010	PYCR1	PYCR1
ENSG00000183023	SLC8A1	SLC8A1
ENSG00000183032	SLC25A21	SLC25A21
ENSG00000183044	ABAT	ABAT
ENSG00000183048	SLC25A10	SLC25A10
ENSG00000183077	AFMID	AFMID
ENSG00000183196	CHST6	CHST6
ENSG00000183463	URAD	URAD
ENSG00000183479	TREX2	TREX2
ENSG00000183549	ACSM5	ACSM5
ENSG00000183648	NDUFB1	NDUFB1
ENSG00000183654	MARCHF11	MARCHF11
ENSG00000183665	TRMT12	TRMT12
ENSG00000183696	UPP1	UPP1
ENSG00000183747	ACSM2A	ACSM2A
ENSG00000183760	ACP7	ACP7
ENSG00000183778	B3GALT5	B3GALT5
ENSG00000183828	NUDT14	NUDT14
ENSG00000183921	SDR42E2	SDR42E2
ENSG00000183955	KMT5A	KMT5A
ENSG00000184005	ST6GALNAC3	ST6GALNAC3
ENSG00000184076	UQCR10	UQCR10
ENSG00000184154	LRTOMT	LRRC51
ENSG00000184182	UBE2F	UBE2F
ENSG00000184207	PGP	PGP
ENSG00000184210	DGAT2L6	DGAT2L6
ENSG00000184227	ACOT1	ACOT1
ENSG00000184254	ALDH1A3	ALDH1A3
ENSG00000184304	PRKD1	PRKD1
ENSG00000184307	ZDHHC23	ZDHHC23
ENSG00000184343	SRPK3	SRPK3
ENSG00000184381	PLA2G6	PLA2G6
ENSG00000184432	COPB2	COPB2
ENSG00000184470	TXNRD2	TXNRD2
ENSG00000184588	PDE4B	PDE4B
ENSG00000184752	NDUFA12	NDUFA12
ENSG00000184787	UBE2G2	UBE2G2
ENSG00000184788	SATL1	SATL1
ENSG00000184860	SDR42E1	SDR42E1
ENSG00000184979	USP18	USP18
ENSG00000184983	NDUFA6	NDUFA6
ENSG00000184999	SLC22A10	SLC22A10
ENSG00000185000	DGAT1	DGAT1
ENSG00000185013	NT5C1B	NT5C1B
ENSG00000185015	CA13	CA13
ENSG00000185052	SLC24A3	SLC24A3
ENSG00000185100	ADSS1	ADSS1
ENSG00000185133	INPP5J	INPP5J
ENSG00000185274	GALNT17	GALNT17
ENSG00000185344	ATP6V0A2	ATP6V0A2
ENSG00000185345	PRKN	PRKN
ENSG00000185352	HS6ST3	HS6ST3
ENSG00000185420	SMYD3	SMYD3
ENSG00000185527	PDE6G	PDE6G
ENSG00000185624	P4HB	P4HB
ENSG00000185651	UBE2L3	UBE2L3
ENSG00000185803	SLC52A2	SLC52A2
ENSG00000185808	PIGP	PIGP
ENSG00000185813	PCYT2	PCYT2
ENSG00000185818	NAT8L	NAT8L
ENSG00000185825	BCAP31	BCAP31
ENSG00000185875	THNSL1	THNSL1
ENSG00000185883	ATP6V0C	ATP6V0C
ENSG00000185973	TMLHE	TMLHE
ENSG00000185974	GRK1	GRK1
ENSG00000186009	ATP4B	ATP4B
ENSG00000186010	NDUFA13	NDUFA13
ENSG00000186104	CYP2R1	CYP2R1
ENSG00000186111	PIP5K1C	PIP5K1C
ENSG00000186115	CYP4F2	CYP4F2
ENSG00000186141	POLR3C	POLR3C
ENSG00000186153	WWOX	WWOX
ENSG00000186160	CYP4Z1	CYP4Z1
ENSG00000186184	POLR1D	POLR1D
ENSG00000186187	ZNRF1	ZNRF1
ENSG00000186198	SLC51B	SLC51B
ENSG00000186204	CYP4F12	CYP4F12
ENSG00000186281	GPAT2	GPAT2
ENSG00000186298	PPP1CC	PPP1CC
ENSG00000186334	SLC36A3	SLC36A3
ENSG00000186335	SLC36A2	SLC36A2
ENSG00000186350	RXRA	RXRA
ENSG00000186377	CYP4X1	CYP4X1
ENSG00000186526	CYP4F8	CYP4F8
ENSG00000186529	CYP4F3	CYP4F3
ENSG00000186591	UBE2H	UBE2H
ENSG00000186642	PDE2A	PDE2A
ENSG00000186792	HYAL3	HYAL3
ENSG00000186908	ZDHHC17	ZDHHC17
ENSG00000186951	PPARA	PPARA
ENSG00000187021	PNLIPRP1	PNLIPRP1
ENSG00000187024	PTRH1	PTRH1
ENSG00000187048	CYP4A11	CYP4A11
ENSG00000187091	PLCD1	PLCD1
ENSG00000187097	ENTPD5	ENTPD5
ENSG00000187134	AKR1C1	AKR1C1
ENSG00000187210	GCNT1	GCNT1
ENSG00000187486	KCNJ11	KCNJ11
ENSG00000187531	SIRT7	SIRT7
ENSG00000187555	USP7	USP7
ENSG00000187566	NHLRC1	NHLRC1
ENSG00000187581	COX8C	COX8C
ENSG00000187630	DHRS4L2	DHRS4L2
ENSG00000187676	B3GLCT	B3GLCT
ENSG00000187714	SLC18A3	SLC18A3
ENSG00000187733	AMY1C	AMY1C
ENSG00000187758	ADH1A	ADH1A
ENSG00000188050	RNF133	RNF133
ENSG00000188089	PLA2G4E	PLA2G4E
ENSG00000188167	TMPPE	TMPPE
ENSG00000188257	PLA2G2A	PLA2G2A
ENSG00000188266	HYKK	HYKK
ENSG00000188338	SLC38A3	SLC38A3
ENSG00000188467	SLC24A5	SLC24A5
ENSG00000188611	ASAH2	ASAH2
ENSG00000188641	DPYD	DPYD
ENSG00000188676	IDO2	IDO2
ENSG00000188687	SLC4A5	SLC4A5
ENSG00000188690	UROS	UROS
ENSG00000188706	ZDHHC9	ZDHHC9
ENSG00000188784	PLA2G2E	PLA2G2E
ENSG00000188818	ZDHHC11	ZDHHC11
ENSG00000188833	ENTPD8	ENTPD8
ENSG00000188921	HACD4	HACD4
ENSG00000189043	NDUFA4	NDUFA4
ENSG00000189221	MAOA	MAOA
ENSG00000189283	FHIT	FHIT
ENSG00000196136	SERPINA3	SERPINA3
ENSG00000196139	AKR1C3	AKR1C3
ENSG00000196177	ACADSB	ACADSB
ENSG00000196188	CTSE	CTSE
ENSG00000196262	PPIA	PPIA
ENSG00000196296	ATP2A1	ATP2A1
ENSG00000196305	IARS1	IARS1
ENSG00000196313	POM121	POM121
ENSG00000196344	ADH7	ADH7
ENSG00000196368	NUDT11	NUDT11
ENSG00000196371	FUT4	FUT4
ENSG00000196433	ASMT	ASMT
ENSG00000196470	SIAH1	SIAH1
ENSG00000196475	GK2	GK2
ENSG00000196498	NCOR2	NCOR2
ENSG00000196502	SULT1A1	SULT1A1
ENSG00000196511	TPK1	TPK1
ENSG00000196517	SLC6A9	SLC6A9
ENSG00000196547	MAN2A2	MAN2A2
ENSG00000196616	ADH1B	ADH1B
ENSG00000196620	UGT2B15	UGT2B15
ENSG00000196743	GM2A	GM2A
ENSG00000196839	ADA	ADA
ENSG00000196950	SLC39A10	SLC39A10
ENSG00000196968	FUT11	FUT11
ENSG00000197093	GAL3ST4	GAL3ST4
ENSG00000197119	SLC25A29	SLC25A29
ENSG00000197121	PGAP1	PGAP1
ENSG00000197142	ACSL5	ACSL5
ENSG00000197165	SULT1A2	SULT1A2
ENSG00000197208	SLC22A4	SLC22A4
ENSG00000197217	ENTPD4	ENTPD4
ENSG00000197241	SLC2A7	SLC2A7
ENSG00000197249	SERPINA1	SERPINA1
ENSG00000197253	TPSB2	TPSB2
ENSG00000197296	FITM2	FITM2
ENSG00000197323	TRIM33	TRIM33
ENSG00000197355	UAP1L1	UAP1L1
ENSG00000197375	SLC22A5	SLC22A5
ENSG00000197406	DIO3	DIO3
ENSG00000197408	CYP2B6	CYP2B6
ENSG00000197416	FABP12	FABP12
ENSG00000197417	SHPK	SHPK
ENSG00000197444	OGDHL	OGDHL
ENSG00000197446	CYP2F1	CYP2F1
ENSG00000197448	GSTK1	GSTK1
ENSG00000197496	SLC2A10	SLC2A10
ENSG00000197506	SLC28A3	SLC28A3
ENSG00000197530	MIB2	MIB2
ENSG00000197563	PIGN	PIGN
ENSG00000197579	TOPORS	TOPORS
ENSG00000197580	BCO2	BCO2
ENSG00000197586	ENTPD6	ENTPD6
ENSG00000197594	ENPP1	ENPP1
ENSG00000197601	FAR1	FAR1
ENSG00000197713	RPE	RPE
ENSG00000197746	PSAP	PSAP
ENSG00000197763	TXNRD3	TXNRD3
ENSG00000197818	SLC9A8	SLC9A8
ENSG00000197838	CYP2A13	CYP2A13
ENSG00000197858	GPAA1	GPAA1
ENSG00000197888	UGT2B17	UGT2B17
ENSG00000197891	SLC22A12	SLC22A12
ENSG00000197894	ADH5	ADH5
ENSG00000197901	SLC22A6	SLC22A6
ENSG00000197943	PLCG2	PLCG2
ENSG00000197959	DNM3	DNM3
ENSG00000197977	ELOVL2	ELOVL2
ENSG00000198060	MARCHF5	MARCHF5
ENSG00000198074	AKR1B10	AKR1B10
ENSG00000198075	SULT1C4	SULT1C4
ENSG00000198077	CYP2A7	CYP2A7
ENSG00000198088	NUP62CL	NUP62CL
ENSG00000198099	ADH4	ADH4
ENSG00000198108	CHSY3	CHSY3
ENSG00000198130	HIBCH	HIBCH
ENSG00000198162	MAN1A2	MAN1A2
ENSG00000198189	HSD17B11	HSD17B11
ENSG00000198203	SULT1C2	SULT1C2
ENSG00000198246	SLC29A3	SLC29A3
ENSG00000198276	UCKL1	UCKL1
ENSG00000198363	ASPH	ASPH
